id.lot;id.tender;date;date.auction;id.procurer;id.bidder;cpv;procedure;threshold;transport;payment;count;expected.value;round.0;round.3;add.agreement;quantity;measurement
UA-2016-10-04-000230-c-L1;UA-2016-10-04-000230-c;04.10.2016;17.10.2016;3328379;31915956;09123000-7 Природний газ;Допорогова закупівля;Допороги;нет;после;2;446212;369200;369200;369200;52000;метри кубічні
UA-2016-12-27-001468-b-L1;UA-2016-12-27-001468-b;27.12.2016;13.01.2017;22981300;30194498;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;789139;759000;759000;759000;92000;метри кубічні
UA-2016-12-30-000399-a-L1;UA-2016-12-30-000399-a;30.12.2016;16.01.2017;2548950;40729007;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;653424;639895;639895;639895;76178;метри кубічні
UA-2016-12-29-000606-b-L1;UA-2016-12-29-000606-b;29.12.2016;16.01.2017;21560045;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3422696;3240000;3162000;3162000;400000;метри кубічні
UA-2016-12-02-000435-a-L1;UA-2016-12-02-000435-a;02.12.2016;11.01.2017;2145004;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;протягом розрах періоду;2;5492400;5141514;5141514;5141514;644300;метри кубічні
UA-2016-11-03-001208-c-L1;UA-2016-11-03-001208-c;03.11.2016;21.11.2016;497213;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3324594;3256500;3256500;3256500;390;тисяча кубічних метрів
UA-2016-11-16-000437-c-L1;UA-2016-11-16-000437-c;16.11.2016;11.01.2017;2143264;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;протягом розрах періоду;3;7511115;7204464;6974910;6974910;882900;метри кубічні
UA-2016-11-15-000090-b-L1;UA-2016-11-15-000090-b;15.11.2016;06.12.2016;23003107;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1684022;1639440;1639440;1639440;198000;метри кубічні
UA-2016-12-21-001862-b-L1;UA-2016-12-21-001862-b;21.12.2016;10.01.2017;2144128;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;3400000;3156000;2998000;2998000;400000;метри кубічні
UA-2016-12-09-000651-c-L1;UA-2016-12-09-000651-c;09.12.2016;05.01.2017;216881;39796845;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;212330;212080;212080;212080;24980;метри кубічні
UA-2016-12-12-001468-b-L1;UA-2016-12-12-001468-b;12.12.2016;29.12.2016;1996409;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;492000;490680;490680;490680;58000;метри кубічні
UA-2016-11-07-001336-b-L1;UA-2016-11-07-001336-b;07.11.2016;24.11.2016;4056279;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;429680;426300;426300;426300;50750;метри кубічні
UA-2016-11-23-000878-a-L1;UA-2016-11-23-000878-a;23.11.2016;13.12.2016;8563949;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2116620;2100000;2100000;2100000;250000;метри кубічні
UA-2016-11-04-000549-a-L1;UA-2016-11-04-000549-a;04.11.2016;22.11.2016;2546140;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;3;3171863;3090002;3030000;3030000;375;тисяча кубічних метрів
UA-2016-11-07-000297-c-L1;UA-2016-11-07-000297-c;07.11.2016;03.01.2017;8439994;36424636;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;4457660;4452000;4452000;4452000;530000;метри кубічні
UA-2016-12-09-000974-b-L1;UA-2016-12-09-000974-b;09.12.2016;29.12.2016;20000025;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;3;3688930;3511200;3080000;3080000;440000;метри кубічні
UA-2016-12-21-002889-b-L1;UA-2016-12-21-002889-b;21.12.2016;10.01.2017;40108735;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;2900172;2729940;2729940;2729940;346000;метри кубічні
UA-2016-12-21-002910-b-L1;UA-2016-12-21-002910-b;21.12.2016;10.01.2017;40108735;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;2242185;2110575;2110575;2110575;267500;метри кубічні
UA-2016-09-29-000369-a-L1;UA-2016-09-29-000369-a;29.09.2016;18.10.2016;1993470;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;250000;220680;220680;220680;30000;метри кубічні
UA-2016-12-27-000050-a-L1;UA-2016-12-27-000050-a;27.12.2016;13.01.2017;31742187;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;563108;561080;561080;561080;67600;метри кубічні
UA-2016-11-30-001172-a-L1;UA-2016-11-30-001172-a;30.11.2016;21.12.2016;8564044;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2469600;2418000;2415000;2415000;300000;метри кубічні
UA-2016-11-02-000087-c-L1;UA-2016-11-02-000087-c;02.11.2016;21.11.2016;2142336;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2000000;1994072;1886284;1886284;244972;метри кубічні
UA-2016-09-19-000418-c-L1;UA-2016-09-19-000418-c;19.09.2016;06.10.2016;5480766;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1978650;1740000;1740000;1740000;250000;метри кубічні
UA-2016-12-08-000346-a-L1;UA-2016-12-08-000346-a;08.12.2016;27.12.2016;2545519;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;7900;6879;6879;6879;1000;метри кубічні
UA-2016-09-30-000786-b-L1;UA-2016-09-30-000786-b;30.09.2016;11.10.2016;2142454;31915956;09123000-7 Природний газ;Допорогова закупівля;Допороги;нет;после;2;198000;178416;178416;178416;25200;метри кубічні
UA-2016-12-01-000441-c-L1;UA-2016-12-01-000441-c;01.12.2016;21.12.2016;5537012;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;11371;9975;9975;9975;1450;метри кубічні
UA-2016-10-07-000718-a-L1;UA-2016-10-07-000718-a;07.10.2016;25.10.2016;40108735;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3772500;3738372;3738372;3738372;490600;метри кубічні
UA-2016-09-28-000405-b-L1;UA-2016-09-28-000405-b;28.09.2016;17.10.2016;2147121;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1370596;1215000;1215000;1215000;180000;метри кубічні
UA-2016-10-03-000947-b-L1;UA-2016-10-03-000947-b;03.10.2016;24.10.2016;26261488;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;210000;209160;209160;209160;28000;метри кубічні
UA-2016-09-15-000334-a-L1;UA-2016-09-15-000334-a;15.09.2016;03.10.2016;4378652;36716332;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;490000;487001;487001;487001;67080;метри кубічні
UA-2016-12-31-000081-b-L1;UA-2016-12-31-000081-b;31.12.2016;16.01.2017;2143838;38488691;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2510400;2488802;2488802;2488802;363860;метри кубічні
UA-2016-11-16-001104-a-L1;UA-2016-11-16-001104-a;16.11.2016;19.12.2016;2142483;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;15100000;12543403;11789879;11789880;1531551;метри кубічні
UA-2016-12-13-001507-a-L1;UA-2016-12-13-001507-a;13.12.2016;23.01.2017;2142520;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;до;4;7664043;7092924;6263880;6263881;921159;метри кубічні
UA-2016-11-07-000382-a-L1;UA-2016-11-07-000382-a;07.11.2016;03.01.2017;1991406;39472499;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;протягом розрах періоду;5;5413978;4376490;4293999;4294000;565000;метри кубічні
UA-2016-11-23-000822-c-L1;UA-2016-11-23-000822-c;23.11.2016;03.01.2017;2147026;31915956;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;3;4819160;4063313;3804599;3804600;507280;метри кубічні
UA-2016-12-05-000613-c-L1;UA-2016-12-05-000613-c;05.12.2016;06.01.2017;36990540;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;3;8994545;7073553;6987550;6987552;895840;метри кубічні
UA-2017-01-03-000257-b-L1;UA-2017-01-03-000257-b;03.01.2017;19.01.2017;2146110;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;4;3680557;3276702;3155899;3155900;418;тисяча кубічних метрів
UA-2016-12-12-000139-b-L1;UA-2016-12-12-000139-b;12.12.2016;28.12.2016;39967399;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2985824;2902885;2831399;2831400;363;тисяча кубічних метрів
UA-2016-12-20-002534-b-L1;UA-2016-12-20-002534-b;20.12.2016;05.01.2017;8733794;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2513450;2336030;2247319;2247320;295700;метри кубічні
UA-2017-01-10-000309-b-L1;UA-2017-01-10-000309-b;10.01.2017;30.01.2017;2145079;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2277845;2064270;2025074;2025075;261300;метри кубічні
UA-2016-11-28-000384-c-L1;UA-2016-11-28-000384-c;28.11.2016;21.12.2016;39068066;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2070000;1955000;1908999;1909000;230000;метри кубічні
UA-2016-12-02-000972-c-L1;UA-2016-12-02-000972-c;02.12.2016;20.12.2016;4396383;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2307500;1889843;1822924;1822925;230750;метри кубічні
UA-2016-12-12-002352-b-L1;UA-2016-12-12-002352-b;12.12.2016;29.12.2016;1998845;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;4;2320000;1851360;1647199;1647200;232000;метри кубічні
UA-2016-11-22-001241-c-L1;UA-2016-11-22-001241-c;22.11.2016;09.12.2016;2004172;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1625605;1542609;1542608;1542609;188583;метри кубічні
UA-2016-12-01-001081-c-L1;UA-2016-12-01-001081-c;01.12.2016;15.12.2016;3348946;39869593;09123000-7 Природний газ;Допорогова закупівля;Допороги;;;4;1595000;1452600;1403999;1404000;180000;метри кубічні
UA-2016-11-23-000541-c-L1;UA-2016-11-23-000541-c;23.11.2016;12.12.2016;38230941;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;3059706;2606213;2423650;2423652;314760;метри кубічні
UA-2016-12-09-000160-a-L1;UA-2016-12-09-000160-a;09.12.2016;27.12.2016;4378511;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;1570150;1255500;1108249;1108250;155000;метри кубічні
UA-2016-12-23-000765-b-L1;UA-2016-12-23-000765-b;23.12.2016;16.01.2017;2002718;39775542;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1311561;1067400;1067400;1067401;135114;метри кубічні
UA-2016-12-13-000644-b-L1;UA-2016-12-13-000644-b;13.12.2016;29.12.2016;2145547;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;3668085;3387049;3179330;3179333;423911;метри кубічні
UA-2016-12-02-000024-a-L1;UA-2016-12-02-000024-a;02.12.2016;16.01.2017;38925709;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;4;9019588;7732200;7058800;7058808;980390;метри кубічні
UA-2016-12-14-000253-a-L1;UA-2016-12-14-000253-a;14.12.2016;03.01.2017;38534407;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;844000;740000;656657;656658;92500;метри кубічні
UA-2016-11-30-001352-a-L1;UA-2016-11-30-001352-a;30.11.2016;22.12.2016;26323479;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;481950;444197;444196;444197;53550;метри кубічні
UA-2017-01-10-000075-a-L1;UA-2017-01-10-000075-a;10.01.2017;27.01.2017;22682490;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;429352;420468;420042;420043;47705;метри кубічні
UA-2016-12-12-001053-b-L1;UA-2016-12-12-001053-b;12.12.2016;03.01.2017;2004924;38553084;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;450000;402500;387499;387500;50000;метри кубічні
UA-2016-12-14-000357-a-L1;UA-2016-12-14-000357-a;14.12.2016;03.01.2017;2138932;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1350000;1191000;1123497;1123500;150000;метри кубічні
UA-2017-01-06-000118-b-L1;UA-2017-01-06-000118-b;06.01.2017;23.01.2017;26364840;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;352257;351390;351390;351391;40;тисяча кубічних метрів
UA-2016-12-09-001560-b-L1;UA-2016-12-09-001560-b;09.12.2016;27.12.2016;2147121;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3471000;3159000;3080990;3081000;390000;метри кубічні
UA-2017-01-10-000230-b-L1;UA-2017-01-10-000230-b;10.01.2017;27.01.2017;40220031;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2640000;2399400;2249990;2250000;300000;метри кубічні
UA-2016-11-30-000990-a-L1;UA-2016-11-30-000990-a;30.11.2016;20.12.2016;2147090;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2487600;2252107;2197370;2197380;276400;метри кубічні
UA-2016-09-13-000391-c-L1;UA-2016-09-13-000391-c;13.09.2016;30.09.2016;22485297;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;241101;217434;204599;204600;31000;метри кубічні
UA-2016-11-09-000933-a-L1;UA-2016-11-09-000933-a;09.11.2016;26.12.2016;2070855;31915956;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;5;405900;360710;356288;356290;45100;метри кубічні
UA-2016-12-02-001569-a-L1;UA-2016-12-02-001569-a;02.12.2016;20.12.2016;4392735;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1600000;1221862;1058346;1058352;148645;метри кубічні
UA-2016-12-02-001682-a-L1;UA-2016-12-02-001682-a;02.12.2016;23.12.2016;39392109;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2025000;1820250;1754990;1755000;225000;метри кубічні
UA-2016-12-06-000482-a-L1;UA-2016-12-06-000482-a;06.12.2016;23.12.2016;26425027;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;720900;662427;643999;644004;80100;метри кубічні
UA-2016-09-01-000199-a-L1;UA-2016-09-01-000199-a;01.09.2016;21.09.2016;2005390;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;1028911;782034;759999;760005;122384;метри кубічні
UA-2016-11-25-000471-b-L1;UA-2016-11-25-000471-b;25.11.2016;25.01.2017;2141472;32885184;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;5;741000;622440;622435;622440;78000;метри кубічні
UA-2017-01-10-000061-c-L1;UA-2017-01-10-000061-c;10.01.2017;27.01.2017;4398821;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;369000;361371;361371;361374;41000;метри кубічні
UA-2016-12-01-000634-b-L1;UA-2016-12-01-000634-b;01.12.2016;20.12.2016;8320218;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;3500000;3321000;2951975;2952000;410;тисяча кубічних метрів
UA-2017-01-04-000041-c-L1;UA-2017-01-04-000041-c;04.01.2017;20.01.2017;4398838;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;458263;458262;458262;458266;51993;метри кубічні
UA-2016-12-30-000154-a-L1;UA-2016-12-30-000154-a;30.12.2016;16.01.2017;2142023;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;3360811;3082528;2981704;2981731;390688;метри кубічні
UA-2016-12-20-002122-b-L1;UA-2016-12-20-002122-b;20.12.2016;06.01.2017;38897677;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;673942;612638;612638;612644;69508;метри кубічні
UA-2017-01-16-000881-b-L1;UA-2017-01-16-000881-b;16.01.2017;02.02.2017;4396704;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;406397;406392;406392;406396;46108;метри кубічні
UA-2016-12-05-000088-a-L3;UA-2016-12-05-000088-a;05.12.2016;12.01.2017;2010971;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;2597558;2329910;2290947;2290970;295;тисяча кубічних метрів
UA-2016-12-30-001425-b-L1;UA-2016-12-30-001425-b;30.12.2016;17.01.2017;4396874;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;330000;290859;290859;290862;33000;метри кубічні
UA-2016-12-07-001240-a-L1;UA-2016-12-07-001240-a;07.12.2016;26.12.2016;22215095;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;973236;896577;888790;888800;111100;метри кубічні
UA-2016-12-08-001353-b-L1;UA-2016-12-08-001353-b;08.12.2016;28.12.2016;2005421;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;900000;807000;769990;770000;100000;метри кубічні
UA-2016-12-07-000813-a-L1;UA-2016-12-07-000813-a;07.12.2016;23.12.2016;25382899;39589483;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;481845;473652;473652;473659;50400;метри кубічні
UA-2016-12-05-000456-a-L1;UA-2016-12-05-000456-a;05.12.2016;22.12.2016;4396549;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;428345;425812;425812;425819;50363;метри кубічні
UA-2016-12-27-001081-b-L1;UA-2016-12-27-001081-b;27.12.2016;13.01.2017;34264453;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;7;1566000;1400400;1195180;1195200;180000;метри кубічні
UA-2016-12-12-000468-a-L1;UA-2016-12-12-000468-a;12.12.2016;29.12.2016;2230388;39586236;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;50% до, 50% после;3;247587;226052;226052;226056;25020;метри кубічні
UA-2016-12-12-000531-a-L1;UA-2016-12-12-000531-a;12.12.2016;29.12.2016;182099;39586236;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;280000;259300;259300;259305;28700;метри кубічні
UA-2016-12-23-000714-c-L1;UA-2016-12-23-000714-c;23.12.2016;11.01.2017;23818588;39586236;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;413200;413199;413199;413207;45734;метри кубічні
UA-2016-12-27-001207-b-L1;UA-2016-12-27-001207-b;27.12.2016;13.01.2017;21112393;39586236;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;257929;248458;248458;248463;27500;метри кубічні
UA-2016-12-13-001117-b-L1;UA-2016-12-13-001117-b;13.12.2016;30.12.2016;40221119;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;242800;242649;242649;242654;27400;метри кубічні
UA-2016-12-29-000281-c-L1;UA-2016-12-29-000281-c;29.12.2016;17.01.2017;23959886;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;312000;285458;285458;285464;32234;метри кубічні
UA-2016-12-06-001363-a-L1;UA-2016-12-06-001363-a;06.12.2016;23.12.2016;22336025;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;429064;376372;376372;376380;42500;метри кубічні
UA-2016-12-01-001098-c-L1;UA-2016-12-01-001098-c;01.12.2016;21.12.2016;20845633;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;320031;280729;280729;280735;31700;метри кубічні
UA-2016-11-25-000589-b-L1;UA-2016-11-25-000589-b;25.11.2016;15.12.2016;2005390;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2149200;1977264;1862600;1862640;238800;метри кубічні
UA-2016-11-08-001622-b-L1;UA-2016-11-08-001622-b;08.11.2016;02.12.2016;20834374;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;202668;185972;185972;185976;21000;метри кубічні
UA-2016-12-01-000429-a-L1;UA-2016-12-01-000429-a;01.12.2016;21.12.2016;22422670;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;370509;325008;325008;325015;36700;метри кубічні
UA-2016-12-28-000306-b-L1;UA-2016-12-28-000306-b;28.12.2016;20.01.2017;22357085;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;протягом розрах періоду;2;328000;323237;323237;323244;36500;метри кубічні
UA-2016-12-21-000595-c-L1;UA-2016-12-21-000595-c;21.12.2016;11.01.2017;38825712;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;400000;366320;366320;366328;41365;метри кубічні
UA-2017-01-05-000967-b-L1;UA-2017-01-05-000967-b;05.01.2017;24.01.2017;25254925;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;411893;411892;411892;411901;46511;метри кубічні
UA-2017-01-16-000726-a-L1;UA-2017-01-16-000726-a;16.01.2017;02.02.2017;25257160;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;430000;410024;410024;410033;46300;метри кубічні
UA-2017-01-13-000730-a-L1;UA-2017-01-13-000730-a;13.01.2017;30.01.2017;2145748;39589441;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1443183;1320558;1320558;1320587;149;тисяча кубічних метрів
UA-2016-12-30-000183-c-L1;UA-2016-12-30-000183-c;30.12.2016;17.01.2017;26230803;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;273000;272759;272759;272765;30800;метри кубічні
UA-2016-11-08-000799-a-L1;UA-2016-11-08-000799-a;08.11.2016;19.12.2016;2545620;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;50176;45342;45342;45343;5120;метри кубічні
UA-2016-12-07-001270-b-L1;UA-2016-12-07-001270-b;07.12.2016;27.12.2016;3188914;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;520000;498582;498582;498593;56300;метри кубічні
UA-2016-11-14-001408-a-L1;UA-2016-11-14-001408-a;14.11.2016;19.12.2016;20764596;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;350752;316958;316958;316965;35791;метри кубічні
UA-2016-12-05-000671-b-L1;UA-2016-12-05-000671-b;05.12.2016;23.12.2016;34387399;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2000000;1807301;1807301;1807341;204081;метри кубічні
UA-2017-01-10-000621-b-L1;UA-2017-01-10-000621-b;10.01.2017;30.01.2017;25019325;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;451000;450992;450992;451002;49452;метри кубічні
UA-2016-12-05-001563-b-L1;UA-2016-12-05-001563-b;05.12.2016;22.12.2016;13798057;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1231665;1080408;1080408;1080432;122000;метри кубічні
UA-2016-12-12-000101-a-L1;UA-2016-12-12-000101-a;12.12.2016;29.12.2016;3188814;34959708;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1045000;900000;900000;900020;110000;метри кубічні
UA-2016-12-16-000525-c-L1;UA-2016-12-16-000525-c;16.12.2016;04.01.2017;20764478;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;450000;449999;449999;450009;50814;метри кубічні
UA-2017-01-06-000104-a-L1;UA-2017-01-06-000104-a;06.01.2017;24.01.2017;22345283;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;362700;356889;356889;356897;40300;метри кубічні
UA-2016-12-02-000551-c-L1;UA-2016-12-02-000551-c;02.12.2016;21.12.2016;34559590;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;658436;577575;577575;577588;65220;метри кубічні
UA-2016-12-14-001016-a-L1;UA-2016-12-14-001016-a;14.12.2016;04.01.2017;20761112;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;655800;531348;531348;531360;60000;метри кубічні
UA-2016-12-02-000201-c-L1;UA-2016-12-02-000201-c;02.12.2016;21.12.2016;2549730;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;454303;398511;398511;398520;45000;метри кубічні
UA-2016-12-01-000894-c-L1;UA-2016-12-01-000894-c;01.12.2016;21.12.2016;23888637;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;353346;309953;309953;309960;35000;метри кубічні
UA-2016-12-13-000916-b-L1;UA-2016-12-13-000916-b;13.12.2016;30.12.2016;23884645;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;1960000;1771160;1771160;1771200;200000;метри кубічні
UA-2016-11-08-000799-a-L2;UA-2016-11-08-000799-a;08.11.2016;19.12.2016;2545620;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;980000;885580;885580;885600;100000;метри кубічні
UA-2016-12-09-001192-b-L1;UA-2016-12-09-001192-b;09.12.2016;04.01.2017;20763533;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;588000;531348;531348;531360;60000;метри кубічні
UA-2016-12-30-000231-c-L1;UA-2016-12-30-000231-c;30.12.2016;17.01.2017;2224620;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;475000;442790;442790;442800;50000;метри кубічні
UA-2016-12-12-002545-b-L1;UA-2016-12-12-002545-b;12.12.2016;29.12.2016;25255072;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;2880000;2833856;2833856;2833920;320000;метри кубічні
UA-2016-12-15-002079-b-L1;UA-2016-12-15-002079-b;15.12.2016;04.01.2017;23887448;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;801000;797022;797022;797040;90000;метри кубічні
UA-2016-12-19-000811-c-L1;UA-2016-12-19-000811-c;19.12.2016;05.01.2017;1984375;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;445000;442790;442790;442800;50000;метри кубічні
UA-2016-12-06-001477-a-L1;UA-2016-12-06-001477-a;06.12.2016;23.12.2016;2214231;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1066270;1062696;1062696;1062720;120000;метри кубічні
UA-2016-12-27-001295-b-L1;UA-2016-12-27-001295-b;27.12.2016;13.01.2017;2214739;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;398700;398511;398511;398520;45000;метри кубічні
UA-2016-12-05-001194-b-L1;UA-2016-12-05-001194-b;05.12.2016;22.12.2016;1996622;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;955300;838024;838024;838043;94630;метри кубічні
UA-2017-01-10-000496-a-L1;UA-2017-01-10-000496-a;10.01.2017;27.01.2017;2070743;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;485000;483349;483349;483360;53000;метри кубічні
UA-2016-12-26-000326-a-L1;UA-2016-12-26-000326-a;26.12.2016;13.01.2017;2219719;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1109561;1009561;1009561;1009584;114000;метри кубічні
UA-2016-12-23-000320-a-L2;UA-2016-12-23-000320-a;23.12.2016;11.01.2017;1996800;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;623246;570225;570225;570238;64390;метри кубічні
UA-2016-12-19-000947-c-L1;UA-2016-12-19-000947-c;19.12.2016;05.01.2017;2214751;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;340579;307031;307031;307038;34670;метри кубічні
